Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Subramanyam Kopparam,I phone7 delivered,"Flipkart delivery is nice

Nice product from apple",5,"Oct, 2016"
Akshay Gupta,Iphone 7 mat black,Best and beautiful thing,5,"Oct, 2016"
Ashutosh Jain,PERFECTO !!!,Happy to receive the phone at a discounted price in big billion sale. Everything is just awesome in this phone.,5,"Oct, 2016"
Flipkart Customer,Woahh!,Absolutely delighted with the product and the packaging ! Extremely happy ;),5,"Oct, 2016"
Amandeep Dhaliwal,iPhone 7,The phone is great. One star less for a delayed delivery.,4,"Oct, 2016"
Nitesh Goyal,Brilliant,"Awesome product as is expected from apple. Though the delivery was delayed by Flipkart but they were quick to call and inform us. They also packed the phone in a very good packing.

And the offer providing by them was one of its kind. Thanks Flipkart",5,"Oct, 2016"
Siddhartha Sharma,Value-for-money,Awesome phone...,4,"Oct, 2016"
Rahul Yadav,Great phone,Phone is amazing. Flipkart delayed its delivery but it's okay. Black looks great.,4,"Oct, 2016"
Kovid Batra,Nice product!!,Nice product,5,"Oct, 2016"
RIGZIN WANGTAK KALON,Great phone,"The I phone 7 is awesome. It looks and feels great . The only issue I had was in delivery. Flipkart delivered the product 6 days late
Anyways the phone was packaged well and was great getting the phone",4,"Oct, 2016"
Bharat B S,Android to iOS,"Pre-ordered the phone on Oct4th and delivery which was supposed to happen on Oct 14th was delayed. After phone calls and emails, finally got the phone on 20th Oct

I am long term Android user moving to IOS and I am happy camper at the moment.

Tip : For transferring contacts from Android: export the contacts from android device using vcf format. Download the contacts to iCloud via email attachment or google drive. Voila you have the latest contacts on iPhone 7.",4,"Oct, 2016"
Kunal Bansal,Best phone in the market,"Amazing product! Lightning fast, looks awesome!
I have upgraded from iPhone 5s and trust me there is a huge difference",5,"Oct, 2016"
Kapil Sharma,Irresistible offer on an irresistible iPhone,"Had pre-ordered this during Big billion days sale . Got an amazing offer which I couldn't resist and ordered immediately . Flipkart gave 18k for exchange of my old iPhone 6 and another 10k as cash back on Citicard . So , iPhone 7 32 GB for 32k . Unbelievable isn't it !! Well that was the deal I couldn't resist .
Although delivery was delayed but Flipkart made sure it reaches as soon as the product was available. Got delivery in single day of product availability. Needless to same about packing , it's above par .
Thanks Flipkart for giving an amazing opportunity and irresistible offer .",5,"Oct, 2016"
Khimil Soni,Above-average product,The phone is exceptional. But flipkart messed up.,4,"Oct, 2016"
Flipkart Customer,Great Phone,"Good phone, very sleek . Received it after some delay though. But liked how Flipkart was apologetic and try to get it delivered as soon as they realised the mistake.",4,"Oct, 2016"
Flipkart Customer,Simply awesome,Good,5,"Nov, 2018"
Flipkart Customer,Nice experience of buying this phone from flipkart,I completely loved it.,5,"Oct, 2016"
Raghava Balusu,Brillliant phone,really happy with the product and the black color is jus amazing,5,"Oct, 2016"
Sohail Maniyar,Apple does it again,An excellent phone and a good service recovery by Flipkart after confirming delay in delivery.,5,"Oct, 2016"
Vaibhav Dangi,Great phone,Although got late delivery but very much satisfied with my new phone,2,"Oct, 2016"
vaibhav suri,League of extraordinary phones,Excellent product. Black stands out . Go for it,5,"Oct, 2016"
Ibrahim Pervez,iPhone 7 can get no less than an A+ from me.,"The black packaging was A+.
The phone feels so smooth, the touch, looks all are A+.
Really satisfied with Apple.",5,"Oct, 2016"
Flipkart Customer,iPhone 7 matte black,The phone feels awesome in hand!! Performance is smooth as you would expect from an apple device Certainly a good buy if you don't mind spending the extra bit,5,"Oct, 2016"
Vasdev Chandwani,Wonderful,GOOD,5,"Dec, 2016"
Deepakk,iPhone 7,"I got the iPhone 7 from Flipkart, the delivery was delayed, i didnt got the phone on the promised date. However, over all experience of Phone is Awesome.",5,"Oct, 2016"
Praveen Jain,Good product,"Nice product, and very nice colour matte Black.. satisfied..
........
:)",5,"Oct, 2016"
Flipkart Customer,Amazing product,Amazing Phone as expected,5,"Oct, 2016"
vikram puri,BLACK BEAUTY,What a beauty. Feels so good in hand and sounds nice in the ear. Light on the network. It's complete.,5,"Oct, 2016"
Dr Rahul Sul,Superb Phone,Its a superb phone. Previously I was using iphone 6 and there is a lot upgrade in iphone 7. Canera quality and battery backup is superb.,5,"Oct, 2016"
Flipkart Customer,Awesome.,"Thanks flipkart for this lovely phone. Though it took more than expected time but sill you did your best.

Regards
Jatin Bansal",5,"Oct, 2016"
Kunal Rustagi,iphone 7 32gb black,"the phone is as expected without any issue. i would give 5 star but the delivery experience faced was very disappointing. the phone was pre - ordered on 3rd Oct and the delivery date provided was 14th but the device got delayed and received it on 19th so that was not expected as it was pre - ordered. the new fingerprint sensor is fast, it will take time to adjust with the new home button as it is not physical anymore",3,"Oct, 2016"
Flipkart Customer,Amazing phone but delayed delivery from flipkart.,"The phone is amazing , I would give it 5 stars but the delivery from flipkart was bad and delayed. I preordered the phone on 3rd oct and received it on 19th oct, flipkart just spoilt the feeling of pre ordering.People with iPhone 6 and below can surely upgrade to this phone. I love the new black colour.",3,"Oct, 2016"
Flipkart Customer,iPhone 7 prebooking feedback,"I ordered Iphone7 via Flipkart and was amazed with before time delivery inspite of heavy volumes load . Loved my Iphne7 and flipkart, way to go",5,"Oct, 2016"
Nishant Bali,A stylish handset...!,"I got my phone 2 weeks post launch, which is quite ok, considering high demand. My experience so far :
Pros:
Camera
Display
Of course the sexy design
Speaker's Sound quality

Cons:
Just 1 day, yet to find. However, I think go for 128 GB and not 32 GB variant as you might fall short of memory in short span of time.

Have to mention this, some idiots do crib about iPhone price, compare its features with Android n try doing their statical analysis.... don't go by their opinion, buy and feel it.",4,"Oct, 2016"
Flipkart Customer,Iphone 7 - Matte Black,Amazing phone....beautiful color....very handy....looks great..happy with phone and flipkart service..Thank you so much:),5,"Oct, 2016"
Funky_18,Finally have this black beauty in my hands,"Finally after waiting for long time got this product delivered today.
I got best value for my old phone in exchange with this iPhone 7.
Will give 5 stars for the look and premium mat finish of this phone.
Camera is amazing like always compared to other rival phones.
Cons:
Will miss 3.5 mm jack as we can't use headphones while charging the phone.
You need to wait until your phone charges so that you can use headphones as single jack for both.",4,"Oct, 2016"
SUJAY PRABU,iPhone 7 Black,Nice phone... good performance and good looking..,5,"Oct, 2016"
Mukul Sharma,This phone needs no introduction,Finally got my hands on iPhone 7. Which got delayed by 11 days. Even though I pre ordered it thanks to Flipkart . Anyways coming to the point. I have been using iPhone since last 5-6 years and have never been disappointed by it still far. iPhone 7 is no different either. Though it's a minor improvement over iPhone 6s but it's still a worthy upgrade. If one already owns an iPhone 6s they can skip this iteration and save money for next 10th anniversary edition. All in all satisfied with the phone. But severely disappointed with Flipkart's handling of pre orders.,5,"Oct, 2016"
Vikas Dahiya,Apple iphone 7,Awesome product and got an awesome deal of 10000 cashback,5,"Oct, 2016"
Swapnil Sahu,Horrible phone,"Worst product, worst customer care and worst features.",1,"Oct, 2016"
Ankit Katiyar,Very good product,Very good product and black colour is awesome. I will recommend iPhone 7 to all apple lovers,5,"Oct, 2016"
Flipkart Customer,Having an iPhone is always a pleasure!,"This is my 2nd iPhone after 5s, and guys this phone is just making me fall in love with apple's technology all over again. It was worth all the wait. Im an avid candy crush player and i know the amount you f battery it looses when one plays the game. But the new iPhone doesn't disappoint you and you still have a hell lot of battery remaining after doing a hell lot of various tasks!! In short, just go for the phone. :)",5,"Oct, 2016"
Flipkart Customer,awesome black colour,i just got my iphone 7 delivered today. little bit of wait i did. but its worth.,5,"Oct, 2016"
Sharath Parukoti,Iphone 7 matte black,"The most awaited phone of 2016 comes in a package. Got it on 9 October 2016.
The best iPhone till date.
Nice camera
iOS 10 is quite a bit flawless
After 10 days of usage had got to charge this phone hardly once in every 1.5 days
Appreciatable effort from apple in field of water resistance",5,"Oct, 2016"
Tarun Bhati Z,Excellent,Niceeeeee,5,"Nov, 2018"
Flipkart Customer,Delighted!!,Bought the iPhone 7. Still to explore the 3D Touch though. Feels fantastic works fantastic.,5,"Oct, 2016"
Narasimhulu K,Quality & Performance at its best.,"Was thinking too much to spend so much money on a phone, but after first hands on feel it's worth the money.You can get n number of features in android phones for same money but quality & performance at its best.
Thanks flip kart to be part of my first iPhone experience.",4,"Oct, 2016"
sahil,Awesome phone!!!,Awsome phone and great feeling but it is lil bit ruined by Flipkart as they deliver it so late,5,"Oct, 2016"
Saloni Goyal,Awesomeness of Iphone7,"Amazing colour,,,, with amazing user experience.
Worth price,,,, worth buying

Now waiting for the AirPods to be launched in India.... :))
Thanku Flipkart for delivering the product on the very first day of launch....",5,"Oct, 2016"
varnit kaushik,Awesome phone but poor delivery from flipkart,The delivery from flipkart was delayed and this was a one off bad experience with flipkart so far. The product is awesome and justifies all the hype that it presents as a brand.,5,"Oct, 2016"
Dhanur Gupta,Sweet iphone7,This is one awesome phone. Buying the most awaited phone of the year with such offers was a dream. It functions well is smooth and striking. The delivery by FK was sweet. This is great phone.,5,"Oct, 2016"
Rajiv Singhal,Waste of money!,Bad piece. Stopped working just after 5 hours.,1,"Oct, 2016"
Deepanshu Dua,Superb Phone! Big improvement in camera and sound,"Amazing phone. Superb ui/ux. Big improvement in camera and sound. Apple never disappoints.

Although a delay in delivery by flipkart but its okay... It happens.",5,"Oct, 2016"
Gain Textile Pvt Ltd,Good option,"Though the delivery was a bit late than expected....But the product received is fine.
Good option for apple lovers...",5,"Oct, 2016"
Pratik Jain,Amazing Iphone,"The phone has an amazing feel to it.
Flipkart service as usual was amazing
One thing to note was that the exchange amount given by Flipkart is highest among it peers",5,"Oct, 2016"
Shrayon Ghosh,Excellent,Ordered the iphone 7 on 3rd dec and received it within 24 hours that too on bajaj finance. Thank you flipkart.!,5,"Dec, 2016"
Shivam Garg,iPhone 7 ROCKS!!!,"Bought the most awaited and amazing phone of this year from Flipkart..
I was very eager to get my iPhone 7 and Flipkart really respected my eagerness and delivered it on the launch day..
They delivered my phone on 7 oct at 8 pm

iPhone 7 is amazing and fabulous.. it has awesome look with great camera..
the new home button is quite faster then other iPhones.. other things are also good
Highly recommended",5,"Oct, 2016"
Ravi Prakash,Best iPhone ever with awesome looks,Amazing phone with an amazing camera. I like the new haptic engine feature. It makes life much easier. Black colour looks awesome.,5,"Oct, 2016"
kalyani dhone,Terrific purchase,Camera quality is very good. Super fast phone,5,"Oct, 2016"
himanshu gupta,Awesome,It was an amazing experience dealing with flipkart...,5,"Oct, 2016"
Flipkart Customer,Mind-blowing purchase,"Today when I recieved my first iphone I was thrilled and flipkart service was amazing, though it's too early but so far performance is absolutely amazing....",5,"Oct, 2016"
Shrey Jain,iPhone 7,"First to start, a very prompt service.. very satisfying..then superb product .. thanks Flipkart",5,"Oct, 2016"
Tejas Bokariya,Most recommended.,Superb! Best iPhone yet.,5,"Oct, 2016"
Flipkart Customer,Excellent service,"Excellent phone but moreover excellent service from flipkart. Delivered the product much before promised time.
Keep up the good work..",5,"Oct, 2016"
himanshu sachdeva,Worth buying it,"Extremely happy got my iPhone 7 on the launching day within 25mins of officially launching this iphone in india..

Why to buy this product

Nothing is changed but actually everything is changed

1 touch it's extremely wonderful
2 processor fastest phone ever used
3 camera for selfie lovers
4 biggest reason to buy - its waterproof",4,"Oct, 2016"
Gaurav Aggarwal,Nice,Great phone!!,5,"Oct, 2016"
Manpreet Sabharwal,Pretty good,Good service,4,"Dec, 2016"
ashutosh kumar,Best phone ever,I recently bought iPhone 7 at zero down payment with Bajaj finders now it's my first iPhone and I must tell that really iPhone is an experience no lag no heat fast is too fast and camera quality is good,5,"Nov, 2016"
Flipkart Customer,Excellent,Too good phone..flipkart made it extra special by delivering it on the day of launch :),5,"Oct, 2016"
Heena Dhawan,Thanks Flipkart :),"Thanks Flipkart :)
You gave me a big smile with the biggest gift of the year . The black iPhone 7",5,"Oct, 2016"
Ahmad Faraz,Awesome,The product was very gud!!!! You have delivered it on time..... I really limed your website because i get all the product on time...,5,"Oct, 2016"
M Ravi Chander Naik,Worth every penny,Please don’t check the comments and decide. It is worth for your penny.,5,"Nov, 2018"
Ranjith Kumar,Terrific,Very good iPhone 7,5,"Oct, 2018"
Sheshidhar RK,Highly recommended,"Except for the battery drain on ios 11 and later, iphone 7 is just the right product, worth buying :thumbs_up:",5,"Oct, 2018"
Flipkart Customer,Iphone 7 128 GB,Awesome experience with WS retail and the iphone :),5,"Oct, 2016"
Abhijeet Bhati,Very Good,The box was in a very bad condition But overall mobile was worth buying and it was not a clone:sign_of_the_horns::see-no-evil_monkey::rolling_on_the_floor_laughing:,4,"Oct, 2018"
Hardeep Arora,Iphone 7 Black beauty,Great phone just loving it ..,5,"Oct, 2016"
Viren Singh,iPhone 7,Execellent service by Flipkart from booking to delivery of my new IPhone 7.,5,"Oct, 2016"
Flipkart Customer,Very pleased,Happy with the product as well as the Delivery within 24 hours of it being released. kudos,5,"Oct, 2016"
Iqbal Niazi,Very Good,Jet Black color looking awesome..... Camera also very nice,4,"Oct, 2018"
Muhd Shahnawaz,Highly recommended,first to thanks flipcart amazing and superb phone . tatally genuine phone. Royal jet black,5,"Oct, 2018"
Rohit Rathore,"It's not just an iPhone, its iPhone 7","Awesome experience with the new iPhone 7...awesome product ,thanks Flipkart",5,"Oct, 2016"
Hitesh Dungarwal,Fast delivery!,Happy with the prompt delivery from Flipkart..thanks,5,"Oct, 2016"
Nikhil Bhosale,Classy product,"First I would like to say thanks to flipcart for delivered my iPhone 7 within time.I got iPhone very chip compared others website.when I places order and I saw the review which is wrote by buyers so that time dought gets create as the my order will received genuine or not but when I received my cell ,from that day I had been make r & d is product original or not so thanks flipcart keep continue???",5,"Dec, 2016"
Flipkart Customer,Fabulous!,Definitely Faster. Good Feel,5,"Oct, 2016"
Vinay Sundaram,D bst eve iphone,As usual d best uh can have love it.......,5,"Oct, 2016"
Eric Antia,iPhone 7,Good phone. Timely delivery.,5,"Oct, 2016"
Flipkart Customer,Worth the price,Amazing phone. Flipkarts spot on delivery made it special !,5,"Oct, 2016"
Deepak Gurung,Just wow!,Superb Phone,5,"Dec, 2016"
Vikas Prasad,Terrific purchase,"I phone is in itself a complete package, but the service provided by flipkart delivery service was awesome... Quick and responvise",5,"Oct, 2016"
Manasvi Dabholkar,Iphone 7 is a beauty,Excellent product. In love with it. Thanks Flipkart for an awesome buying experience.,5,"Oct, 2016"
Flipkart Customer,Completely impressed with iPhone 7,This is my dream phone great camera superb pictures can be taken love this phone and thanks Flipkart for delivering it on time without any trouble,5,"Oct, 2016"
Sahil Arora,Wonderful experience,Switched from android to iOS and till now it's awesome...,5,"Oct, 2016"
Anukool Thakur,Apple iPhone best as always,"Super as always!
It's apple folks..super fluidic processor..no lag at all...
camera is really improved !
And new home button really loving it !",5,"Oct, 2016"
Inumarthi vv satya prasad,iPhone 7 rocks,"Feeling really awesome with iphone7, worth for the money, happy to be in iPhone family. Thanks to flipkart for the offers n early delivery.",5,"Oct, 2016"
Basudev Manthri,Fabulous!,First hands on the new iPhone feels good after a very long upgrade from 5s. Delivery was bang on time and the packing was awesome.,5,"Oct, 2016"
Ahamed Yasir,Fantastic service,Flip kart delivery was awesome !! Much awaited phone of the year n hands now,3,"Oct, 2016"
Parag Dave,Black best colour,Black colour looks awesome rest u all knows,5,"Oct, 2016"
Binayak Roy,Excellent device,Awesome phone. And the look and color is just soooo fabulous,5,"Oct, 2016"
Flipkart Customer,10/10,"It's just amazing.
Loving it.",5,"Oct, 2016"
Prabhu M Mudaliar,"""Miniature Beast"" (this is flagship killer to samsung & sony",Excellent phone with all features that are needed in a smartphone today. It was excellent deal on the Pre-order day and off-course this is my first apple device. Waiting for iPad air 3 or iPad pro 2 to launch,5,"Oct, 2016"
Vikas Deedwania,Value-for-money,Good seller. Hassel free transaction. Original product.,4,"Nov, 2016"
Flipkart Customer,My first iPhone,Finally my first iPhone! Definitely loved flipkart's packaging. The phone looks awesome. I have been an android user so far and feel some differences. Though I think it's pretty way to switch and get used to iOS as well.,4,"Oct, 2016"
Kunal Singh,Wonderful,They sent me a product with no lighteing cable and the phone heats up like an oven..I should be getting a replacement for the product!,5,"Oct, 2018"
Rajvir Rawat,Good phone,Very nice phone. 128gb is good option.,5,"Oct, 2016"
Seema M,iPhone 7,Best phone ever. Enough said,5,"Oct, 2016"
Abhinav Kumar,It's 7 - Cool & Simple,"Well packed and delivered before expectation. Thanks for that Flipkart.
Phone looks awesome and you already know what you are going to buy :)",5,"Oct, 2016"
prasanth kumar,Perfect product!,lovely mobile.. perfect delivey,5,"Oct, 2018"
Kishan Malhotra,Terrific,Everything is good. Camera quality is also good. Dolby sound with better voice,5,"Oct, 2018"
Aman Singh,Unparalleled experience !!,Have migrated from Android to iOS with the new iPhone 7. Been using it for the past one day and can't keep my hands off it. Kudos to Apple for yet another fantastic device. Rating 5 stars for it.,5,"Oct, 2016"
Mohd Amir,Open Box Phone,I got phone it was open box,1,"Oct, 2018"
Vijay Fakirabhai Maheshwari,Fabulous!,very fast service & good product.,5,"Oct, 2018"
Vijayagopal B,Just wow!,"well it's iPhone.. nothing more to say. thing that i'm more happy about is.. i'm using 4s till morning.. which can't upgrade to iOS10.. on the other hand ..
iPhone 7 is minimum iOS10.. i'm skeptical about the backup restore process.. but apple aced it. every thing on the iOS9(4s) came to iOS10(iPhone7)(app data,game progress,call history, messages.. everything)
really happy.
Flipkart delivery is awesome. before Oct17th.. delivered on 10th.. really unfortunate that weekend is in the middle.. otherwise i might have received it on 8th. thank you Flipkart.",5,"Oct, 2016"
Flipkart Customer,Nice phone,Awesome phone more than you can get. Cashback @10000 given to me by flipkart,5,"Oct, 2016"
Gaurav Guha,Awesomeness,Amazing product and delivery by Flipkart.,5,"Oct, 2016"
Sunil Sharma,Great iPhone Ever,"Great iPhone , fast shipping next day of launch
Awesome.",5,"Oct, 2016"
Flipkart Customer,Good Deal!!,"Citibank offer for pre-order made this Worth buying!!...The new home button is a magic.
Camera quality is very much great in 7. Much boosted battery life is yet to be tested though.
Still not used to the lightening earpods and u shd carry the converter where ever u go!!!",5,"Oct, 2016"
jayakrishna Maneri,Got it...,Got the iPhone 7 with in 2 hours of release in India. Great service by flipkart,5,"Oct, 2016"
murugeshan B M,Just wow!,Awesome,5,"Oct, 2018"
Dipanjan Chatterjee,Super!,Need no explicit Review for Apple IPhone... the name says it all.. I’m loving it...,5,"Oct, 2018"
Harpreet Singh,Awesome phone,Awesome Color awesome product,5,"Oct, 2016"
Sahil Bhanot,Powerful smartphone till date.,Really awesome and the best phone in the market right now. Apple at its best.,5,"Oct, 2016"
HUnk,Terrific,great service done by ekart ....now i’m waiting for next big billion sale :grinning_squinting_face::smiling_face_with_heart-eyes:,5,"Oct, 2018"
Pawan Choudhary,Mind-blowing purchase,"Kindly tell us about monthly emi that u have generated, I HV contacted with bank they are saying monthly emi will be 6200 , but In flipkart 5800...Even flipkart gave me 4000discount ...I really disappointed... your service is worst",1,"Dec, 2016"
Anuj Damani,worth it,loved the product totally awesome,5,"Oct, 2016"
Pravin Yadav,Nice Phone in Love,Amazing Phone liked it full features worth for Money....!!!!,5,"Oct, 2016"
Goldie G,Great phone,"Delivery could have been better and faster but otherwise great to buy from flipkart

Great phone",5,"Oct, 2016"
Pranshu Prasun,Excellent phone (First time iphone user!!!),"The design and feel you get when you hold it is just amazing.
Its worth the money.",5,"Oct, 2016"
Shaurya Mehta,Great phone and service,Great delivery by flipkart. Bang at 7pm on launch day. Very happy with the phone and service.,5,"Oct, 2016"
Charan Nalluri,Compare to I Phone 6 Edition I Phone 7 is not Up To The Mark,"1) Performance is not so Good.
2) Camera quality is same as 6th edition.
3) But I Phone 7 finishing is Good.
4) Finally I cannot see any difference between 6th 7th except finishing and color of Jet Black.",3,"Oct, 2016"
Tharun J,Great Phone For Great Price,"I have pre-ordered phone on 1st Nov ,for 61,550 rs. With Exchange offer and even 10k Cash back on Citi bank ao totally 51,550rs ,Cheapest in the world !!!!! and about the delivery , Phone got released on 7 Nov 7pm but i have received my phone by 7:45 pm it's really awesome...",5,"Oct, 2016"
Kuldeep Singh,ANother beauty from APple,This one is another beauty from APples and thanks flipkart for there timely delivery,5,"Oct, 2016"
Akhilesh Jain,Amazing Phone - Great Packing - Superfast Delivery,"Amazing Phone - Great Packing - Superfast Delivery
Kudos Flipkart & Kudos EKart Team for Superfast Delivery",5,"Oct, 2016"
Alish Hamid,worth buying,the camera just stole my heart and the battery is so amazing. thank you flipkart.,5,"Oct, 2016"
Asif Ansari,Decent product,Not worth at this price. Looks same like iphone 6s except for the black colour which i bought,3,"Oct, 2016"
SUNIL GULATI,GOOD PHONE,GREAT PHONE,5,"Oct, 2016"
Mohammad Khan,Utterly Disappointed,Filipkart is worst service provider in the world every time commitment is false they people are making fool,1,"Nov, 2016"
Flipkart Customer,Great service,"Fantastic product and great service

I placed the order on late 6th October and I had the phone by 9th October",5,"Oct, 2016"
Flipkart Customer,Amazing,"Amazing phone, amazing delivery by flipkart, keep it up guys",5,"Oct, 2016"
Sid Marwah,Iphone 7,Amazing quality and the touch! Better than any phone !,4,"Oct, 2016"
Mohanraj S,Just wow!,Awesome,5,"Oct, 2018"
Amit Arora,Perfect product!,"iPhone being iPhone.. nothing better. This is my 3rd handset SE & 6 the other 2, it beats the competition.",5,"Oct, 2018"
Aditya Polisetty,Beautiful and seamless,Its a great phone to buy. the new black colour is elegant. It sure is the best iPhone yet. :),5,"Oct, 2016"
Pujit Tanna,Fantastic Phone,The phone is awesome battery backup is awesome and in looks also its awesome,5,"Oct, 2016"
Sajith.N. Ravindran,Sexy beast,It's a sexy beast,5,"Oct, 2016"
Flipkart Customer,Excellence personified,Amazing would be an understatement for this product!,5,"Oct, 2016"
Vishal chaudhary,Brilliant,Thank you Flipkart for this amazing product and most importantly your Top notch delivery system for this product.,5,"Oct, 2016"
Flipkart Customer,Awesome product!!,Finally long wait is over.. Awesome product and awesome service by Flipkart!,5,"Oct, 2016"
Sanjay Dhanda,Super!,Very excellent phone,5,"Oct, 2018"
Shagun Chaudhary,Perfect Device with quick delivery,"Wonderful product. Flipkart ultimate deal with CITIBANK for 10k cash back was icing over the cake and no standing in queue to get the device so perfect delivery at home
Thanks a lot Flipkart for making it happen",5,"Oct, 2016"
Affy,Simply awesome,"Amazingly good, Flipkart delivered it in just one day, made my weekend. Thanks big billion sale, thanks Flipkart.",5,"Oct, 2018"
Flipkart Customer,Best in class service offered,Great value proposition offered by ordering iphone from your website,5,"Oct, 2016"
Venkatesh M,My experience,Really good. Matte black rocks !!,5,"Oct, 2016"
Agam Srivastava,Special Flipkart service,"It hasn't been only half a day for me to use this beauty so wont comment on the details, probably I will need a weeks time in ordering to write a detailed review

I can definitely talk about the packing by Flipkart...it was really special specially the black box...kudos to the quick service

I hope i am gonna get the 1000 INR gift card",5,"Oct, 2016"
Avin Jain,Grab Yours!!,"Undoubtedly Great Piece
Timely Delivery
Loving it.",5,"Oct, 2016"
RAVI KUMAR,Best in the market!,"Nice phone,Love u Iphone7,jet black is very sexy color,Thanks",5,"Sep, 2018"
Flipkart Customer,Worth the wait,"Good buy.. Pros: battery life, great display and improved camera. The only drawback would be the headphone jack.",5,"Oct, 2016"
Flipkart Customer,Its finally here,Love it!,5,"Oct, 2016"
pranav k,Fabulous!,very nice and handi phone,5,"Sep, 2018"
Bharat Monga,Great product,Great product great service. Thanks Flipkart. Feels good to be back on iPhone.,5,"Oct, 2016"
Rubal Dandotia,Excellent!!,"Excellent Phone...just can't be compared with any other android device!!!!
Great work by flipkart on delivering it right on time.",5,"Oct, 2016"
Manas Jena,Terrific,EXCELLENT PRODUCT,5,"Aug, 2018"
gaurav dadhwal,Fabulous!,u cant write bad after spending 50k... :face_with_tears_of_joy:... great phone,5,"Aug, 2018"
Sudhir Yadav,Best phone ever had,Very good phone in such a low price,5,"Oct, 2016"
Shray Chawla,Must buy!,The product i got has been beautifully packed and delivered before time...i am so happy to have iphone 7 in my hand.. it has now more different features now with more excillent performance. Thanks alot,5,"Oct, 2016"
Rishabh Bharani,Best service,Perfect product with perfect packing and delivery before the date as always.,5,"Oct, 2016"
Flipkart Customer,Fair,Excellent performance battery back up is very Gud,3,"Aug, 2018"
Mukesh kumar,Terrific,Smooth working,5,"Jul, 2018"
Fahad Shaikh,Classy product,good,5,"Jul, 2018"
Pankaj Jain,iPhone is the best smart phone,I am first time iPhone user and it's so special to have the phone from flipkart and gift card given by the flipkart. Nice phone and experience of using it is awesome.,5,"Oct, 2016"
UMASHANKAR P N,Great product,"Hi all
Got the iPhone 7 (black-32gb) by 7.15pm on launch day (7th oct 2016). Thanks a lot Flipkart for the amazing service. I am presently facing heating issues while charging and even watching videos (low resolution). I am using iPhone 6 & 6s aswell, but no such issues with these. Is anybody else facing the heating issues, if yes what is the reason? Please someone help me. Sometimes happens using wi-for also.",5,"Oct, 2016"
Pradeep Kumar Yadav,Terrific purchase,Owesome application.. i really love this...,5,"Oct, 2016"
Dr.Soham Patel,Worth to buy iPhone7. Best phone in the world.,"The people who are not buying iPhone are giving negative reviews.

But iPhone is the best phone in the world and always will be.

Why you should buy iPhone7?
1-Best phone camera in world. Big lens, better optics, OPTICAL IMAGE STABILISATION.
2-Four LED flash.
3-Increased finger print sensor accuracy.
4-Taptic engine
5-Stereo speakers
6-Improved touch ID
7-Improved 3D touch and screen quality.
8-iOS 10
9-Water resistance

The only negative point is absence of headphone jack and price.",5,"Oct, 2016"
Cheenu Vishal,Fair,I got some surprise gift from my parent I got awesome gift,3,"Jul, 2018"
Himanshu,Iphone 7 Excellent Delivery,Flipkart received tremendous preorders for iphone 7. I ordered one on 6th and 14 th is expected delivery and today in the morning(9th Oct) i got the suprised delivery. Kudos to flipkart for priority delivery!!!! I am using iphone 7 since morning no issues encountered. If you are planning to buy its lightning fast go for it.,5,"Oct, 2016"
Vipin Khanna,Speedy Delivery!,"Upgrading from an iPhone 5s to the 7 was rather exciting. My estimated delivery date was the 8th of October, but my phone was delivered on the 7th at 8pm, only an hour after the launch! Very impressed with the delivery, and absolutely loving the phone.",5,"Oct, 2016"
Aditya Shah,Good product,"good product, fast delivery and good discount",4,"Oct, 2016"
Soon Tamang,Must buy,Product is awesome,3,"Jun, 2018"
Viral Singh,Amazing device for the value,"Amazing phone. First experience, looks like amazing phone.",5,"Oct, 2016"
sancheet wagle,Excellent service,Excellent quality of service by Flipkart for iPhones .delivery in a day!! Product is no doubt a high quality one !!,5,"Oct, 2016"
Flipkart Customer,Awesome phone and before time delivery,Awesome phone and great service from flipkart. I always prefer to order from flipkart as they always deliver on time.,5,"Oct, 2016"
Flipkart Customer,Good device,Lovely device ... loving every bit of it. Although if you have a 6s. No point of this upgrade :),5,"Oct, 2016"
Flipkart Customer,Wow,"Amazing experience , upgrade to this phone is must .",5,"Oct, 2016"
Flipkart Customer,amazing phone,excellent love to use,5,"Oct, 2016"
Neeraj Jain,Value-for-money,"Awesome phone, peace of art really happy to have it",4,"Oct, 2016"
Samkit Dhanki,Excellent,Elegant color!,5,"Oct, 2016"
Flipkart Customer,Brilliant,Awesome phone!!!,5,"Oct, 2016"
Ravi Singh,Waste product in iPhone,Waste product dont buy anyone . Battery not working maximum 5 hours after full charging,1,"Jun, 2018"
Sushil Cheriyan,iphone 7- Excellent service by flipkart,I have pre-ordered the iphone 7 and got the same delivered next day of launch. Excellent service by flipkart.,4,"Oct, 2016"
SANDEEP BOGHARA,Terrific purchase,"I love the phone, came before expected. Very happy with my new iPhone 7",5,"Oct, 2016"
Nakul Chopra,Terrific purchase,"Overwhelmed with the delivery. The delivery started almost the same time when apple store started selling this phone. There was a long queue for purchasing the phone, however I got in just a few minutes.",5,"Oct, 2016"
Flipkart Customer,Perfect delievery,Brilliant service by fliplart on launch date and amazing is this phone,5,"Oct, 2016"
Pramod Pawar,Mind-blowing purchase,Best mobile,5,"Jun, 2018"
